Question,Answer,Label
dạ cho em hỏi luôn,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
dạ cho e hỏi,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
ad ơi cho em thắc mắc thêm 1 chuyện nữa là,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
em có chuyện thắc mắc,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
"[trường] ơi , cho em hỏi ạ","Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
cho em hỏi nốt ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
cho e hỏi là,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
ad giải thích giúp e 1 số thắc mắc về [trường] đc không ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
"dạ vâng , e nhiều thắc mắc lên hỏi ạ","Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
thầy trả lời cho e đúng k ạ em thắc mắc,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
em hơi thắc mắc,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
nhà trương em có thắc mắc muốn hỏi a,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
e có chút thắc mắc ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
em có chút thắc mắc muốn tư vấn ạ!,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
[nhà trường] ơi e có thắc mắc muốn hỏi,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
em có 1 số thắc mắc về tuyển sinh ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
e đang thắc mắc đc ad giải thích e cảm ơn ad nhìu ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
em thắc mắc chỗ 1 đăng kí xét tuyển ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
cho em hỏi vấn đề này với ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
dạ [trường] ơi cho e hỏi ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
cho mình hỏi nữa là,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
cô cho em hỏi là,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
nhưng hiện tại em có vấn đề như này ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
cho e hỏi a00,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
ơ cho e hỏi,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
thế cho e hỏi,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
cho e hỏi lại,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
[trường] ơi cho em hỏi,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
dạ [trường] mình cho em hỏi ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
e muốn hỏi,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
e muốn hỏi cho bạn,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
em muốn hỏi,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
cho em hỏi chút ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
dạ cho em hỏi là: em năm,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
[trường] cho e hỏi là,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
thầy ơi cho em hỏi ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
vậy cho em hỏi,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
tôi có câu hỏibạn có thể trợ giúp không? ad ơi,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
cho e hỏi chút đc không ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
ad ơi cho em hỏi chút ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
cho em hỏi chút với ạ?,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
[nhà trường] cho mình hỏi chút ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
ad ơi cho mình hỏi chút với,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
mình muốn hỏi chút,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
[nhà trường] cho e hỏi 1 chút,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
dạ cho e hỏi chút được không ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
add cho e hỏi chút,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
cho e hỏi chút ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
cho e hỏi chút được k ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
cho em hỏi chút về giấy tờ nhập học ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
alo add cho mình hỏi chút,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
cho em hỏi 1 chút ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
cho e hỏi chút đc k ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
cho e hỏi một chút,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
dạ cho em hỏi chút được không ạ?,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
các thầy cô cho e hỏi một chút được không ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
ad ơi cho em hỏi một chút ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
[nhà trường] cho e hỏi chút ạk,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
dạ cho mình hỏi chút ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
em muốn hỏi một chút ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
ad ơi cho e hỏi chút đc không ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
ad cho e hỏi chút ạ ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
dạ ad fanpage cho em hỏi chút được không ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
ad cho em hỏi chút,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
có ai chat được bây giờ không?,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
em hoi cai nay dk k a,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
ad cho e hỏi xíu,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
dạ cho em hỏi xíu,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
cho e hỏi xíu?,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
dạ ad cho em hỏi xíu ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
cho e hỏi xíu vs ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
e hỏi xíu đc k ạ?,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
ad cho em nhờ chút xíu có đc không ạ ?,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
thầy cô cho e hỏi vơi ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
thầy / cô cho em hỏi,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
thầy ơi em muốn hỏi,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
chào thầy thầy có thể cho em hỏi tý đc k ạ ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
admin ơi cho em hỏi,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
admin cho e hỏi ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
admin cho em hỏi,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
ad hướng dẫn e với ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
ad hướng dẫn e vs ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
em ko hiểu 1 vài mục của tờ hướng dẫn,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
dạ mong ad trả lời giúp em ơi ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
e muon hỏi,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
cho e hỏi ít đc k ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
[trường] cho em hỏi 1 số vấn đề ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
mong ad trả lời giúp em với ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
xin chào em muốn hỏi 1 số câu hỏi ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
page ơiem có một số câu hỏi page trả lời giúp em với ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
e cảm ơn va mong ad trả lời giúp e,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
cho e hỏi 1 số thông tin với ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
trả lời giúp em vs ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
ad ơi em muốn hỏi 1 số truyện,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
ad trả lời e vse dg hóng lm r,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
ad ơi trả lời giúp e với ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
có thể cho em hỏi 1 số vc đc k ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
ad chỉ em với ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
ad ơi cho e hỏi với ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
cho em hỏi một vài thông tin được không ạ ?,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
cho em hỏi với ạ,"Chào bạn, trường đại học sư phạm kỹ thuật hưng yên có thể giúp gì cho bạn?",greet
